"Year","Beach ID","Beach Name","BeachDescription","State Code","County","WaterbodyName","WaterbodyType","Beach Status","Beach Access","Beach Owner","Reported","Tier"
"2017","MI001819","G. Marsten Dame Marina","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001826","Gils Pier","Onomonce Road End, Leelanau Township","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001826","Gils Pier","Onomonce Road End, Leelanau Township","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001816","Glen Arbor/Manitou Boulevard Beach","Glen Arbor","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001816","Glen Arbor/Manitou Boulevard Beach","Glen Arbor","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001808","Graham Green Park","Suttons Bay Township, M22","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001808","Graham Green Park","Suttons Bay Township, M22","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI387719","Hendryx County Roadside Park","Lee Pt Rd. East of M-22 south of Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI387719","Hendryx County Roadside Park","Lee Pt Rd. East of M-22 south of Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001817","Lake Street Beach, Glen Arbor","Glen Arbor","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001817","Lake Street Beach, Glen Arbor","Glen Arbor","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001827","Leelanau State Park, Lighthouse","Leelanau State Park Lighthouse Point Unit","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001827","Leelanau State Park, Lighthouse","Leelanau State Park Lighthouse Point Unit","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001828","Leland Harbor","Leland","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001828","Leland Harbor","Leland","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001802","M-22 at M-72 Public Access","M22","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001802","M-22 at M-72 Public Access","M22","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001804","MDOT Roadside Park & Beach","M-22","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001804","MDOT Roadside Park & Beach","M-22","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001805","MDOT Roadside Park & Beach M-22 N of Cherry Bend D","MDOT on M22 near school","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001805","MDOT Roadside Park & Beach M-22 N of Cherry Bend D","MDOT on M22 near school","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001539","North Bar","North Bar","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001539","North Bar","North Bar","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI594274","North Street Beach","North St Road End","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI594274","North Street Beach","North St Road End","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001822","Northport 4th Street Beach","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001822","Northport 4th Street Beach","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001814","Northport 5th Street Beach","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001814","Northport 5th Street Beach","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001815","Northport 7th Street Beach","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001815","Northport 7th Street Beach","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001099","Northport Bay Marina","Marina","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2017","MI001099","Northport Bay Marina","Marina","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2018","MI001820","Northport Haserot Beach, Rose Street","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001820","Northport Haserot Beach, Rose Street","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001807","Omena Beach & Park","Omena Vlg.  Omena Point Road","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001807","Omena Beach & Park","Omena Vlg.  Omena Point Road","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001825","Peterson Park","Leelanau Township","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001825","Peterson Park","Leelanau Township","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI283751","Private Shoreline Beach-Bay Shore Dr & Apple Ridge","Stretch of Private beach north of Roadside Park and beach to M-DOT Roadside Park and Beach on West Bay Shore Dr near Apple Ridge Dr","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI283751","Private Shoreline Beach-Bay Shore Dr & Apple Ridge","Stretch of Private beach north of Roadside Park and beach to M-DOT Roadside Park and Beach on West Bay Shore Dr near Apple Ridge Dr","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI515410","Private Shoreline Beach-Cathead Point","Stretch of private beach south of Leelanau State Park to Christmas Cove","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI515410","Private Shoreline Beach-Cathead Point","Stretch of private beach south of Leelanau State Park to Christmas Cove","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI917161","Private Shoreline Beach-Cedar Lake Area","Private stretch on Grand Traverse Bay near Cedar Lake","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI917161","Private Shoreline Beach-Cedar Lake Area","Private stretch on Grand Traverse Bay near Cedar Lake","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI306268","Private Shoreline Beach-Cherry Cove","Stretch of Private beach in Cherry Cover","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI306268","Private Shoreline Beach-Cherry Cove","Stretch of Private beach in Cherry Cover","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI813072","Private Shoreline Beach-Crain Hill Road Area","Stretch of private beach near Crain Hill Rd and ending at Boughy Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI813072","Private Shoreline Beach-Crain Hill Road Area","Stretch of private beach near Crain Hill Rd and ending at Boughy Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI479677","Private Shoreline Beach-Duck Lake Area","Stretch of Private beach south of Leland to the eastern edge of Sleeping Bear Dunes National Lakeshore","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI479677","Private Shoreline Beach-Duck Lake Area","Stretch of Private beach south of Leland to the eastern edge of Sleeping Bear Dunes National Lakeshore","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI564002","Private Shoreline Beach-East of Glen Arbor","Private stretch east of Glen Arbor to Sleeping Bear Dunes-Glen Haven Beach","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI564002","Private Shoreline Beach-East of Glen Arbor","Private stretch east of Glen Arbor to Sleeping Bear Dunes-Glen Haven Beach","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI548066","Private Shoreline Beach-Greilickville","Stretch of private beach at Greilickville","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI548066","Private Shoreline Beach-Greilickville","Stretch of private beach at Greilickville","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI365667","Private Shoreline Beach-Ingalls Bay","Stretch of Private Beach from Omena Beach to Smith St Beach along Grand Traverse Bay","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI365667","Private Shoreline Beach-Ingalls Bay","Stretch of Private Beach from Omena Beach to Smith St Beach along Grand Traverse Bay","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI525613","Private Shoreline Beach-Lee Point to Stoney Point","Stretch of private beach from Lee Point to Stoney Point","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI525613","Private Shoreline Beach-Lee Point to Stoney Point","Stretch of private beach from Lee Point to Stoney Point","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI499112","Private Shoreline Beach-Northport Point","Stretch of private beach north of Northport to Lighthouse Point","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI499112","Private Shoreline Beach-Northport Point","Stretch of private beach north of Northport to Lighthouse Point","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI955397","Private Shoreline Beach-Omena Bay Area","Stretch of Private Beach in between Graham Green Park and Omena Beach Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI955397","Private Shoreline Beach-Omena Bay Area","Stretch of Private Beach in between Graham Green Park and Omena Beach Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI420613","Private Shoreline Beach-Peshawbestown","Stretch of Private Beach near Peshawbestown; North of Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI420613","Private Shoreline Beach-Peshawbestown","Stretch of Private Beach near Peshawbestown; North of Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI948535","Private Shoreline Beach-S. of Christmas Cove","Stretch of private beach south of Christmas Cove to Peterson Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI948535","Private Shoreline Beach-S. of Christmas Cove","Stretch of private beach south of Christmas Cove to Peterson Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI616521","Private Shoreline Beach-S. of Gills Pier","Stretch of private beach south of Gills Pier to North St Beach","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI616521","Private Shoreline Beach-S. of Gills Pier","Stretch of private beach south of Gills Pier to North St Beach","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI125763","Private Shoreline Beach-S. of Peterson Park","Stretch of priavte beach south of Peterson Park to Gills Pier","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI125763","Private Shoreline Beach-S. of Peterson Park","Stretch of priavte beach south of Peterson Park to Gills Pier","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI239246","Private Shoreline Beach-SW of Lighthouse Point","Stretch of Private beach south of Lighthouse Point before Leelanau State Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI239246","Private Shoreline Beach-SW of Lighthouse Point","Stretch of Private beach south of Lighthouse Point before Leelanau State Park","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI479980","Private Shoreline Beach-Shady Lane Road","Stretch of private beach from Boughy Park north to Hilltop Road","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI479980","Private Shoreline Beach-Shady Lane Road","Stretch of private beach from Boughy Park north to Hilltop Road","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI215616","Private Shoreline Beach-Village of Empire","Private Stretch near Empire and South Bar Lake","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2017","MI215616","Private Shoreline Beach-Village of Empire","Private Stretch near Empire and South Bar Lake","MI","LEELANAU","Lake Michigan","Still Water","Historical","Private","Private","N","3"
"2018","MI001830","Reynolds Street Beach","Leland","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001830","Reynolds Street Beach","Leland","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI735675","Sleeping Bear Dunes- CR 669 Good Harbor Bay ","Beach located at end of County Road 669","MI","LEELANAU","Lake Michigan","Still Water","Historical","Public","Public","N","3"
"2017","MI735675","Sleeping Bear Dunes- CR 669 Good Harbor Bay ","Beach located at end of County Road 669","MI","LEELANAU","Lake Michigan","Still Water","Historical","Public","Public","N","3"
"2018","MI001758","Sleeping Bear Dunes-CR 651 Good Harbor Bay ","Beach located at end of County Road 651 ","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","N","3"
"2017","MI001758","Sleeping Bear Dunes-CR 651 Good Harbor Bay ","Beach located at end of County Road 651 ","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","N","3"
"2018","MI725057","Sleeping Bear Dunes-DH Day Campground","Accessible through campground","MI","LEELANAU","Lake Michigan","Still Water","Historical","Public","Public","N","3"
"2017","MI725057","Sleeping Bear Dunes-DH Day Campground","Accessible through campground","MI","LEELANAU","Lake Michigan","Still Water","Historical","Public","Public","N","3"
"2018","MI404896","Sleeping Bear Dunes-Empire Bluffs","Sleeping Bera Dunes National Lakeshore from Empire south to Coutny Edge","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2017","MI404896","Sleeping Bear Dunes-Empire Bluffs","Sleeping Bera Dunes National Lakeshore from Empire south to Coutny Edge","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2018","MI149409","Sleeping Bear Dunes-Empire/North Bar Stretch","Public stretch south of North Bar Beach to Empire village","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2017","MI149409","Sleeping Bear Dunes-Empire/North Bar Stretch","Public stretch south of North Bar Beach to Empire village","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2018","MI214199","Sleeping Bear Dunes-Glen Haven Beach","Beach at Old Cannery","MI","LEELANAU","Lake Michigan","Still Water","Historical","Public","Public","N","3"
"2017","MI214199","Sleeping Bear Dunes-Glen Haven Beach","Beach at Old Cannery","MI","LEELANAU","Lake Michigan","Still Water","Historical","Public","Public","N","3"
"2018","MI230331","Sleeping Bear Dunes-Good Harbor Bay Middle stretch","Sleeping Bear Dunes National Lakeshore-stretch in between Good Harbor Bay Beaches East and West","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2017","MI230331","Sleeping Bear Dunes-Good Harbor Bay Middle stretch","Sleeping Bear Dunes National Lakeshore-stretch in between Good Harbor Bay Beaches East and West","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2018","MI649215","Sleeping Bear Dunes-North Bar Lake MI Beach","Sleeping Bear Dunes National Lakeshore-Lake MI shoreline adjacent to North Bar Lake ","MI","LEELANAU","Inland","Still Water","Historical","null","-","N","3"
"2017","MI649215","Sleeping Bear Dunes-North Bar Lake MI Beach","Sleeping Bear Dunes National Lakeshore-Lake MI shoreline adjacent to North Bar Lake ","MI","LEELANAU","Inland","Still Water","Historical","null","-","N","3"
"2018","MI118854","Sleeping Bear Dunes-Pyramid Point","Sleeping Bear Dunes National Lakeshore- Stretch from Good Harbor Bay Beach West to the Leelanau Schools around Pyramid Point","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2017","MI118854","Sleeping Bear Dunes-Pyramid Point","Sleeping Bear Dunes National Lakeshore- Stretch from Good Harbor Bay Beach West to the Leelanau Schools around Pyramid Point","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2018","MI817242","Sleeping Bear Dunes-Scenic Overlook","Sleeping Bear Dunes National Lakeshore- Sleeping Bear Point to North Bar Beach","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2017","MI817242","Sleeping Bear Dunes-Scenic Overlook","Sleeping Bear Dunes National Lakeshore- Sleeping Bear Point to North Bar Beach","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2018","MI872492","Sleeping Bear Dunes-Scenic Sleeping Bear Dune","Shoreling of Sleeping Bear Dunes National Lakeshore from North Bar to Sleeping Bear Point","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2017","MI872492","Sleeping Bear Dunes-Scenic Sleeping Bear Dune","Shoreling of Sleeping Bear Dunes National Lakeshore from North Bar to Sleeping Bear Point","MI","LEELANAU","-","-","Historical","Public","Public","N","3"
"2018","MI001821","Smith Street Beach Northport","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001821","Smith Street Beach Northport","Northport","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI251200","Stoney Point County Roadside Park","County Park at Stoney Point-Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI251200","Stoney Point County Roadside Park","County Park at Stoney Point-Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001102","Suttons Bay - South Shore Park","Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2017","MI001102","Suttons Bay - South Shore Park","Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2018","MI001810","Suttons Bay Marina Park & Beach","Suttons Bay north side of marina","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2017","MI001810","Suttons Bay Marina Park & Beach","Suttons Bay north side of marina","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","2"
"2018","MI001809","Suttons Bay North Shore Park","Road End","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI001809","Suttons Bay North Shore Park","Road End","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","MI001801","Suttons Bay South Shore Park","Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","N","3"
"2017","MI001801","Suttons Bay South Shore Park","Suttons Bay","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","N","3"
"2018","MI740431","Thompson Stree Beach","Thompson St Road End","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2017","MI740431","Thompson Stree Beach","Thompson St Road End","MI","LEELANAU","Lake Michigan","Still Water","No advisory or closure","Public","Public","Y","3"
"2018","FL764571","CEDAR KEY BEACH","SANDY, RECREATION","FL","LEVY","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2017","FL764571","CEDAR KEY BEACH","SANDY, RECREATION","FL","LEVY","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2018","FL206243","YANKEETOWN BEACH","SANDY, RECREATION","FL","LEVY","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2017","FL206243","YANKEETOWN BEACH","SANDY, RECREATION","FL","LEVY","Gulf of Mexico","Open Coast","Non-Reporting","Public","Public","N","4"
"2018","GA541863","ST. CATHERINES ISLAND","BARRIER ISLAND BEACH","GA","LIBERTY","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2017","GA541863","ST. CATHERINES ISLAND","BARRIER ISLAND BEACH","GA","LIBERTY","Atlantic Ocean","Open Coast","No advisory or closure","Public","Public","Y","3"
"2018","OR178544","AGATE BEACH STATE WAYSIDE","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2017","OR178544","AGATE BEACH STATE WAYSIDE","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2018","OR515788","ALSEA RIVER RECREATION AREA BEACH","Not Sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR515788","ALSEA RIVER RECREATION AREA BEACH","Not Sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR641971","BEACHSIDE STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR641971","BEACHSIDE STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR899292","BEVERLY BEACH STATE PARK","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR899292","BEVERLY BEACH STATE PARK","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR624395","D RIVER STATE WAYSIDE","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2017","OR624395","D RIVER STATE WAYSIDE","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2018","OR385653","DEVILS PUNCH BOWL STATE NATURAL AREA","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR385653","DEVILS PUNCH BOWL STATE NATURAL AREA","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR424911","DRIFTWOOD BEACH STATE RECREATION SITE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR424911","DRIFTWOOD BEACH STATE RECREATION SITE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR673620","FOGARTY CREEK STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR673620","FOGARTY CREEK STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR600095","GLENEDEN BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR600095","GLENEDEN BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR588191","GOVERNOR PATTERSON MEMORIAL STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR588191","GOVERNOR PATTERSON MEMORIAL STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR379947","LOST CREEK STATE RECREATION SITE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR379947","LOST CREEK STATE RECREATION SITE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR475512","MOOLACK BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR475512","MOOLACK BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR271317","NELSCOTT BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR271317","NELSCOTT BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR578688","NYE BEACH","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Private","Y","1"
"2017","OR578688","NYE BEACH","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Private","Y","1"
"2018","OR314514","ONA BEACH STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR314514","ONA BEACH STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR742120","OTTER ROCK BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR742120","OTTER ROCK BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","ME601876","PEMAQUID BEACH","N/A","ME","LINCOLN","-","-","No advisory or closure","Public","Public","Y","1"
"2017","ME601876","PEMAQUID BEACH","N/A","ME","LINCOLN","-","-","No advisory or closure","Public","Public","Y","1"
"2018","OR556489","ROADS END BEACH STATE WAYSIDE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR556489","ROADS END BEACH STATE WAYSIDE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR138996","SEAL ROCK STATE RECREATION SITE","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2017","OR138996","SEAL ROCK STATE RECREATION SITE","Sampled 2017, 2018","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","1"
"2018","OR400253","SILETZ BAY BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR400253","SILETZ BAY BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR677673","SMELT SANDS STATE RECREATION SITE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Private","Public","Y","4"
"2017","OR677673","SMELT SANDS STATE RECREATION SITE","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Private","Public","Y","4"
"2018","OR627686","SOUTH BEACH STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2017","OR627686","SOUTH BEACH STATE PARK","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
"2018","OR217977","TILLICUM BEACH","Not sampled 2017","OR","LINCOLN","Pacific Ocean","Open Coast","No advisory or closure","Public","Public","Y","4"
